 0.000e+00  0.000e+00  0.000e+00
 3.906e-03  0.000e+00  0.000e+00
 7.812e-03  0.000e+00  0.000e+00
 1.172e-02  0.000e+00  0.000e+00
 1.562e-02  0.000e+00  0.000e+00
 1.953e-02  0.000e+00  0.000e+00
 2.344e-02  0.000e+00  0.000e+00
 2.734e-02  0.000e+00  0.000e+00
 3.125e-02  0.000e+00  0.000e+00
 3.516e-02  0.000e+00  0.000e+00
 3.906e-02  0.000e+00  0.000e+00
 4.297e-02  0.000e+00  0.000e+00
 4.688e-02  0.000e+00  0.000e+00
 5.078e-02  0.000e+00  0.000e+00
 5.469e-02  0.000e+00  0.000e+00
 5.859e-02  0.000e+00  0.000e+00
 6.250e-02  0.000e+00  0.000e+00
 6.641e-02  0.000e+00  0.000e+00
 7.031e-02  0.000e+00  0.000e+00
 7.422e-02  0.000e+00  0.000e+00
 7.812e-02  0.000e+00  0.000e+00
 8.203e-02  0.000e+00  0.000e+00
 8.594e-02  0.000e+00  0.000e+00
 8.984e-02  0.000e+00  0.000e+00
 9.375e-02  0.000e+00  0.000e+00
 9.766e-02  0.000e+00  0.000e+00
 1.016e-01  0.000e+00  0.000e+00
 1.055e-01  0.000e+00  0.000e+00
 1.094e-01  0.000e+00  0.000e+00
 1.133e-01  0.000e+00  0.000e+00
 1.172e-01  0.000e+00  0.000e+00
 1.211e-01  0.000e+00  0.000e+00
 1.250e-01  0.000e+00  0.000e+00
 1.289e-01  0.000e+00  0.000e+00
 1.328e-01  0.000e+00  0.000e+00
 1.367e-01  0.000e+00  0.000e+00
 1.406e-01  0.000e+00  0.000e+00
 1.445e-01  0.000e+00  0.000e+00
 1.484e-01  0.000e+00  0.000e+00
 1.523e-01  0.000e+00  0.000e+00
 1.562e-01  0.000e+00  0.000e+00
 1.602e-01  0.000e+00  0.000e+00
 1.641e-01  0.000e+00  0.000e+00
 1.680e-01  0.000e+00  0.000e+00
 1.719e-01  0.000e+00  0.000e+00
 1.758e-01  0.000e+00  0.000e+00
 1.797e-01  0.000e+00  0.000e+00
 1.836e-01  0.000e+00  0.000e+00
 1.875e-01  0.000e+00  0.000e+00
 1.914e-01  0.000e+00  0.000e+00
 1.953e-01  0.000e+00  0.000e+00
 1.992e-01  0.000e+00  0.000e+00
 2.031e-01  0.000e+00  0.000e+00
 2.070e-01  0.000e+00  0.000e+00
 2.109e-01  0.000e+00  0.000e+00
 2.148e-01  0.000e+00  0.000e+00
 2.188e-01  0.000e+00  0.000e+00
 2.227e-01  0.000e+00  0.000e+00
 2.266e-01  0.000e+00  0.000e+00
 2.305e-01  0.000e+00  0.000e+00
 2.344e-01  0.000e+00  0.000e+00
 2.383e-01  0.000e+00  0.000e+00
 2.422e-01  0.000e+00  0.000e+00
